word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
academicals,NN1,GenAm,𐑨𐑒𐑩𐑛𐑧𐑥𐑦𐑒𐑩𐑤𐑟,ˌækəˈdemɪkəlz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑨𐑒𐑩𐑛𐑧𐑥𐑦𐑒𐑩𐑤𐑟; agreed via wiktionary
Academy,NP0,GenAm,𐑩𐑒𐑨𐑛𐑩𐑥𐑦,əˈkædəmi,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑩𐑒𐑨𐑛𐑩𐑥𐑦; agreed via wiktionary
accelerate,AJ0,GenAm,𐑦𐑒𐑕𐑧𐑤𐑼𐑱𐑑,ɪkˈseləˌreɪt,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑤𐑼𐑱𐑑; SHIFTED via wiktionary"
accelerate,AJ0,RSSB,𐑨𐑒𐑕𐑧𐑤𐑼𐑱𐑑,ækseləreɪt,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑤𐑼𐑱𐑑; SHIFTED via wiktionary"
accelerate,AJ0,RSSB,𐑩𐑒𐑕𐑧𐑤𐑼𐑱𐑑,əkseləreɪt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑤𐑼𐑱𐑑; agreed via wiktionary"
accept,AJ0,GenAm,𐑦𐑒𐑕𐑧𐑐𐑑,ɪkˈsept,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; SHIFTED via wiktionary"
accept,AJ0,RSSB,𐑨𐑒𐑕𐑧𐑐𐑑,ækˈsept,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; SHIFTED via wiktionary"
accept,AJ0,GenAm,𐑩𐑒𐑕𐑧𐑐𐑑,əkˈsept,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; agreed via wiktionary"
accept,NN1,GenAm,𐑦𐑒𐑕𐑧𐑐𐑑,ɪkˈsept,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; SHIFTED via wiktionary"
accept,NN1,RSSB,𐑨𐑒𐑕𐑧𐑐𐑑,ækˈsept,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; SHIFTED via wiktionary"
accept,NN1,GenAm,𐑩𐑒𐑕𐑧𐑐𐑑,əkˈsept,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑; agreed via wiktionary"
accepted,VVI,GenAm,𐑦𐑒𐑕𐑧𐑐𐑑𐑩𐑛,ɪkˈseptƏd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑛; SHIFTED via wiktionary"
accepted,VVI,RSSB,𐑨𐑒𐑕𐑧𐑐𐑑𐑩𐑛,ækˈseptƏd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑛; SHIFTED via wiktionary"
accepted,VVI,GenAm,𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑛,əkˈseptƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑛; agreed via wiktionary"
accessary,AJ0,RSSB,𐑩𐑒𐑕𐑧𐑕𐑮𐑦,əksesri,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑩𐑒𐑕𐑧𐑕𐑼𐑦; SHIFTED via wordnet
accessary,AJ0,GenAm,𐑩𐑒𐑕𐑧𐑕𐑼𐑦,əkˈsesəri,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑩𐑒𐑕𐑧𐑕𐑼𐑦; agreed via wordnet
accessed,VVI,GenAm,𐑨𐑒𐑕𐑧𐑕𐑑,ˈækˌsest,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑑; agreed via wiktionary"
accessed,VVI,GenAm,𐑩𐑒𐑕𐑧𐑕𐑑,əkˈsest,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=VVD,VVN; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑑; SHIFTED via wiktionary"
accesses,NN1,GenAm,𐑨𐑒𐑕𐑧𐑕𐑩𐑟,ˈækˌsesƏz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑩𐑟; agreed via wiktionary"
accesses,VVI,GenAm,𐑨𐑒𐑕𐑧𐑕𐑩𐑟,ˈækˌsesƏz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑩𐑟; agreed via wiktionary"
accesses,VVI,GenAm,𐑩𐑒𐑕𐑧𐑕𐑩𐑟,əkˈsesƏz,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑩𐑟; SHIFTED via wiktionary"
accessing,VVI,GenAm,𐑨𐑒𐑕𐑧𐑕𐑦𐑙,ˈækˌsesɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑦𐑙; agreed via wiktionary"
accessing,VVI,GenAm,𐑩𐑒𐑕𐑧𐑕𐑦𐑙,əkˈsesɪŋ,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVG; rl_shaw=𐑨𐑒𐑕𐑧𐑕𐑦𐑙; SHIFTED via wiktionary"
accident,AJ0,GenAm,𐑨𐑒𐑕𐑦𐑛𐑩𐑯𐑑,ˈæksɪdənt,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑨𐑒𐑕𐑦𐑛𐑩𐑯𐑑; agreed via wiktionary
accident,AJ0,GenAm,𐑨𐑒𐑕𐑩𐑛𐑩𐑯𐑑,ˈæksədənt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑨𐑒𐑕𐑦𐑛𐑩𐑯𐑑; SHIFTED via wiktionary
accidental,NN1,RSSB,𐑨𐑒𐑕𐑦𐑛𐑧𐑯𐑑𐑩𐑤,ˌæksɪˈdentəl,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑨𐑒𐑕𐑦𐑛𐑧𐑯𐑑𐑩𐑤; agreed via wordnet
acclimated,AJ0,RSSB,𐑨𐑒𐑤𐑦𐑥𐑱𐑑𐑩𐑛,ˈæklɪmeɪtəd,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑨𐑒𐑤𐑦𐑥𐑱𐑑𐑩𐑛; agreed via wiktionary"
acclimated,VVI,RSSB,𐑨𐑒𐑤𐑦𐑥𐑱𐑑𐑩𐑛,ˈæklɪmeɪtəd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑨𐑒𐑤𐑦𐑥𐑱𐑑𐑩𐑛; agreed via wiktionary"
accommodate,AJ0,GenAm,𐑩𐑒𐑪𐑥𐑩𐑛𐑱𐑑,əˈkɒməˌdeɪt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑪𐑥𐑩𐑛𐑱𐑑; agreed via wiktionary"
accompanied,AJ0,RSSB,𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑛,əˈkʌmpənid,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑛; agreed via wordnet"
accompanying,NN1,RSSB,𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑦𐑙,əˈkʌmpəniɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑦𐑙; agreed via wiktionary"
accompanying,VVI,RSSB,𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑦𐑙,əˈkʌmpəniɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑩𐑯𐑦𐑦𐑙; agreed via wiktionary"
accomplished,VVI,RSSB,𐑩𐑒𐑪𐑥𐑐𐑤𐑦𐑖𐑑,əˈkɒmplɪʃt,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑑; SHIFTED via wiktionary"
accomplished,VVI,RSSB,𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑑,əˈkʌmplɪʃt,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑑; agreed via wiktionary"
accomplishments,NN1,GenAm,𐑩𐑒𐑪𐑥𐑐𐑤𐑦𐑖𐑥𐑩𐑯𐑑𐑕,əˈkɒmplɪʃmənts,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑥𐑩𐑯𐑑𐑕; SHIFTED via wiktionary
accomplishments,NN1,RSSB,𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑥𐑩𐑯𐑑𐑕,əˈkʌmplɪʃmənts,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑩𐑒𐑳𐑥𐑐𐑤𐑦𐑖𐑥𐑩𐑯𐑑𐑕; agreed via wiktionary
accorded,VVI,RSSB,𐑩𐑒𐑹𐑛𐑩𐑛,əkɔːRdƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑩𐑒𐑹𐑛𐑩𐑛; agreed via wiktionary"
according,AJ0,GenAm,𐑩𐑒𐑹𐑛𐑦𐑙,əˈkɔːRdɪŋ,,,,,,pos-gap,pos-gap,50,rl_pos=VVG; rl_shaw=𐑩𐑒𐑹𐑛𐑦𐑙; agreed via wiktionary+wordnet
according,AV0,GenAm,𐑩𐑒𐑹𐑛𐑦𐑙,əˈkɔːRdɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑩𐑒𐑹𐑛𐑦𐑙; agreed via wiktionary
according,VVI,GenAm,𐑩𐑒𐑹𐑛𐑦𐑙,əˈkɔːRdɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑩𐑒𐑹𐑛𐑦𐑙; agreed via wiktionary
accordion,VVI,RSSB,𐑩𐑒𐑷𐑮𐑛𐑾𐑯,əkɔrdiən,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑩𐑒𐑹𐑛𐑾𐑯; SHIFTED via wiktionary
accordion,VVI,GenAm,𐑩𐑒𐑹𐑛𐑾𐑯,əˈkɔːRdiən,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑩𐑒𐑹𐑛𐑾𐑯; agreed via wiktionary
accost,NN1,RSSB,𐑩𐑒𐑪𐑕𐑑,əˈkɒst,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑪𐑕𐑑; agreed via wiktionary"
accountant,AJ0,GenAm,𐑩𐑒𐑨𐑫𐑯𐑩𐑯,əˈkæʊnən,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑩𐑒𐑬𐑯𐑑𐑩𐑯𐑑; SHIFTED via wiktionary
accountant,AJ0,GenAm,𐑩𐑒𐑬𐑯𐑑𐑩𐑯𐑑,əˈkaʊntənt,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑩𐑒𐑬𐑯𐑑𐑩𐑯𐑑; agreed via wiktionary
accredited,VVI,GenAm,𐑩𐑒𐑮𐑧𐑛𐑦𐑑𐑩𐑛,əˈkredɪtəd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑮𐑧𐑛𐑦𐑑𐑩𐑛; agreed via wiktionary"
accrue,NN1,GenAm,𐑩𐑒𐑮𐑫,əˈkru,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑮𐑵; SHIFTED via wiktionary"
accrue,NN1,RSSB,𐑩𐑒𐑮𐑵,əkruː,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑮𐑵; agreed via wiktionary"
accumulate,AJ0,GenAm,𐑩𐑒𐑘𐑫𐑥𐑘𐑩𐑤𐑱𐑑,əˈkjumjəˌleɪt,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑; SHIFTED via wiktionary"
accumulate,AJ0,RSSB,𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑,əˈkjuːmjəˌleɪt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑; agreed via wiktionary"
accumulated,VVI,GenAm,𐑩𐑒𐑘𐑫𐑥𐑘𐑩𐑤𐑱𐑑𐑩𐑛,əˈkjumjəleɪtƏd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑𐑩𐑛; SHIFTED via wiktionary"
accumulated,VVI,RSSB,𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑𐑩𐑛,əˈkjuːmjəleɪtƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑿𐑥𐑘𐑩𐑤𐑱𐑑𐑩𐑛; agreed via wiktionary"
accursed,VVI,GenAm,𐑩𐑒𐑻𐑕𐑩𐑛,əˈkɜːRsƏd,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑻𐑕𐑩𐑛; agreed via wiktionary
accurst,VVI,RSSB,𐑨𐑒𐑻𐑕𐑑,ækɜːRst,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑻𐑕𐑑; SHIFTED via wiktionary
accurst,VVI,RSSB,𐑩𐑒𐑻𐑕𐑑,əkɜːRst,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑻𐑕𐑑; agreed via wiktionary
accuse,NN1,GenAm,𐑩𐑒𐑘𐑫𐑟,əˈkjuz,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑿𐑟; SHIFTED via wiktionary"
accuse,NN1,RSSB,𐑩𐑒𐑿𐑟,əˈkjuːz,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑩𐑒𐑿𐑟; agreed via wiktionary"
aching,NN1,RSSB,𐑱𐑒𐑦𐑙,ˈeɪkɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑱𐑒𐑦𐑙; agreed via wordnet"
acquainted,AJ0,RSSB,𐑩𐑒𐑢𐑱𐑯𐑑𐑩𐑛,əˈkweɪntƏd,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑩𐑒𐑢𐑱𐑯𐑑𐑩𐑛; agreed via wordnet"
acquired,VVI,GenAm,𐑩𐑒𐑢𐑲𐑮𐑛,əˈkwaɪrd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑢𐑲𐑼𐑛; SHIFTED via wiktionary"
acquired,VVI,RSSB,𐑩𐑒𐑢𐑲𐑼𐑛,əkwaɪəRd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑩𐑒𐑢𐑲𐑼𐑛; agreed via wiktionary"
acres,NN1,GenAm,𐑱𐑒𐑼𐑟,ˈeɪkəRz,,,,,,pos-gap,pos-gap,50,rl_pos=NN2; rl_shaw=𐑱𐑒𐑼𐑟; agreed via wiktionary+wordnet
acrobat,VVI,GenAm,𐑨𐑒𐑮𐑩𐑚𐑨𐑑,ˈækrəbæt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑨𐑒𐑮𐑩𐑚𐑨𐑑; agreed via wiktionary
Acropolis,NP0,RSSB,𐑩𐑒𐑮𐑪𐑐𐑩𐑤𐑦𐑕,əkrɒpəlɪs,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑩𐑒𐑮𐑪𐑐𐑩𐑤𐑦𐑕; agreed via wiktionary
across,NN1,RSSB,𐑩𐑒𐑮𐑪𐑕,əkrɒs,,,,,,pos-gap,pos-gap,50,"rl_pos=AV0,PRP; rl_shaw=𐑩𐑒𐑮𐑪𐑕; agreed via wiktionary"
act,AV0,RSSB,𐑨𐑒𐑑,akt,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑨𐑒𐑑; agreed via wiktionary"
action,AJ0,RSSB,𐑨𐑒𐑖𐑩𐑯,ˈækʃən,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑨𐑒𐑖𐑩𐑯; agreed via wiktionary
action,ITJ,RSSB,𐑨𐑒𐑖𐑩𐑯,ˈækʃən,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑨𐑒𐑖𐑩𐑯; agreed via wiktionary
action,VVI,RSSB,𐑨𐑒𐑖𐑩𐑯,ˈækʃən,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑨𐑒𐑖𐑩𐑯; agreed via wiktionary+wordnet
actionable,NN1,GenAm,𐑨𐑒𐑖𐑩𐑯𐑩𐑚𐑩𐑤,ˈækʃənəbəl,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑨𐑒𐑖𐑩𐑯𐑩𐑚𐑩𐑤; agreed via wiktionary
active,NN1,RSSB,𐑨𐑒𐑑𐑦𐑝,ˈæktɪv,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑨𐑒𐑑𐑦𐑝; agreed via wordnet
activist,AJ0,GenAm,𐑨𐑒𐑑𐑦𐑝𐑦𐑕𐑑,ˈæktɪvɪst,,,,,,pos-gap,pos-gap,70,rl_pos=NN1; rl_shaw=𐑨𐑒𐑑𐑦𐑝𐑦𐑕𐑑; agreed via wiktionary+wordnet
activities,NN1,GenAm,𐑨𐑒𐑑𐑦𐑝𐑦𐑑𐑦𐑟,ækˈtɪvɪtiz,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑨𐑒𐑑𐑦𐑝𐑦𐑑𐑦𐑟; agreed via wiktionary
activities,NN1,GenAm,𐑨𐑒𐑑𐑦𐑝𐑩𐑑𐑦𐑟,ækˈtɪvətiz,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑨𐑒𐑑𐑦𐑝𐑦𐑑𐑦𐑟; SHIFTED via wiktionary
acts,NN1,RSSB,𐑨𐑒𐑑𐑕,ækts,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑨𐑒𐑑𐑕; agreed via wordnet"
actually,ITJ,RSSB,𐑨𐑒𐑖𐑩𐑤𐑦,ˈækʃəli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,GenAm,𐑨𐑒𐑖𐑫𐑩𐑤𐑦,ˈækʃuəli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,RSSB,𐑨𐑒𐑖𐑫𐑼𐑤𐑦,ˈækʃʊəli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,RSSB,𐑨𐑒𐑗𐑩𐑤𐑦,ˈæktʃəli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,GenAm,𐑨𐑒𐑗𐑫𐑩𐑤𐑦,ˈæktʃuəli,,,,,,pos-gap,pos-gap,35,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; agreed via wiktionary
actually,ITJ,RSSB,𐑨𐑗𐑤𐑦,ˈatʃli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,RSSB,𐑨𐑗𐑩𐑤𐑦,ˈætʃəli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
actually,ITJ,RSSB,𐑨𐑗𐑫𐑤𐑦,ˈætʃuli,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=AV0; rl_shaw=𐑨𐑒𐑗𐑫𐑩𐑤𐑦; SHIFTED via wiktionary
acute,NN1,GenAm,𐑩𐑒𐑘𐑫𐑑,əˈkjut,,,,,,pos-gap,pos-gap-shifted,55,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑿𐑑; SHIFTED via wiktionary+wordnet
acute,NN1,RSSB,𐑩𐑒𐑿𐑑,əˈkjuːt,,,,,,pos-gap,pos-gap,70,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑿𐑑; agreed via wiktionary+wordnet
acute,VVI,GenAm,𐑩𐑒𐑘𐑫𐑑,əˈkjut,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑿𐑑; SHIFTED via wiktionary
acute,VVI,RSSB,𐑩𐑒𐑿𐑑,əˈkjuːt,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑩𐑒𐑿𐑑; agreed via wiktionary
adam,NN1,GenAm,𐑨𐑑𐑩𐑥,ˈætəm,keep,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; agreed via wiktionary+wordnet
adam,NN1,GenAm,𐑨𐑛𐑩𐑥,ˈædəm,keep,,,,,pos-gap,pos-gap,95,rl_pos=NP0; agreed via wiktionary+wordnet
adamantine,NN1,GenAm,𐑨𐑛𐑩𐑥𐑨𐑯𐑑𐑲𐑯,ˌædəˈmænˌtaɪn,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑨𐑛𐑩𐑥𐑨𐑯𐑑𐑲𐑯; agreed via wiktionary
add,NN1,RSSB,𐑨𐑛,æd,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑨𐑛; agreed via wordnet"
added,VVI,GenAm,𐑨𐑑𐑩𐑛,ˈætƏd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑨𐑛𐑩𐑛; SHIFTED via wiktionary"
added,VVI,RSSB,𐑨𐑛𐑩𐑛,ˈadƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑨𐑛𐑩𐑛; agreed via wiktionary"
addling,NN1,RSSB,𐑨𐑛𐑤𐑦𐑙,ˈædlɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑨𐑛𐑤𐑦𐑙; agreed via wiktionary
addling,NN1,RSSB,𐑨𐑛𐑩𐑤𐑦𐑙,ˈædəlɪŋ,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=VVG; rl_shaw=𐑨𐑛𐑤𐑦𐑙; SHIFTED via wiktionary
addling,VVI,RSSB,𐑨𐑛𐑤𐑦𐑙,ˈædlɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑨𐑛𐑤𐑦𐑙; agreed via wiktionary
addling,VVI,RSSB,𐑨𐑛𐑩𐑤𐑦𐑙,ˈædəlɪŋ,,,,,,pos-gap,pos-gap-shifted,10,rl_pos=VVG; rl_shaw=𐑨𐑛𐑤𐑦𐑙; SHIFTED via wiktionary
addresses,NN1,GenAm,𐑨𐑛𐑮𐑧𐑕𐑩𐑟,ˈædresƏz,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑩𐑛𐑮𐑧𐑕𐑩𐑟; SHIFTED via wiktionary"
addresses,NN1,GenAm,𐑩𐑛𐑮𐑧𐑕𐑩𐑟,əˈdresƏz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑩𐑛𐑮𐑧𐑕𐑩𐑟; agreed via wiktionary"
addresses,VVI,GenAm,𐑨𐑛𐑮𐑧𐑕𐑩𐑟,ædˈresƏz,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑩𐑛𐑮𐑧𐑕𐑩𐑟; SHIFTED via wiktionary"
addresses,VVI,GenAm,𐑩𐑛𐑮𐑧𐑕𐑩𐑟,əˈdresƏz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑩𐑛𐑮𐑧𐑕𐑩𐑟; agreed via wiktionary"
adenoid,AJ0,RSSB,𐑨𐑛𐑦𐑯𐑶𐑛,ˈadɪnɔɪd,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑨𐑛𐑩𐑯𐑶𐑛; SHIFTED via wiktionary
adenoid,AJ0,GenAm,𐑨𐑛𐑩𐑯𐑶𐑛,ˈædəˌnɔɪd,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑨𐑛𐑩𐑯𐑶𐑛; agreed via wiktionary
adenoid,AJ0,GenAm,𐑨𐑛𐑯𐑶𐑛,ˈædˌnɔɪd,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑨𐑛𐑩𐑯𐑶𐑛; SHIFTED via wiktionary
adieux,NN1,GenAm,𐑩𐑛𐑘𐑫,əˈdju,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN2; rl_shaw=𐑩𐑛𐑵𐑟/𐑩𐑛𐑿𐑟; SHIFTED via wiktionary
